model_id,task_type,n_scenarios,n_paired,rag_minus_raw,ci_low,ci_high
qwen38_flagship,PRE_FLIGHT_AUTHORIZATION,15,126,0.07142857142857142,-0.024390243902439025,0.18253968253968253
glm52_flagship,PRE_FLIGHT_AUTHORIZATION,15,126,0.1111111111111111,-0.01550387596899225,0.23140495867768596
deepseek_v4_flash,PRE_FLIGHT_AUTHORIZATION,15,126,0.15873015873015872,0.014925373134328358,0.3025210084033613
meta_muse_30b,PRE_FLIGHT_AUTHORIZATION,15,126,0.15079365079365079,0.015151515151515152,0.2824427480916031
qwen38_flagship,IN_FLIGHT_CONTINGENCY,4,27,0.07407407407407407,-0.18181818181818182,0.2
glm52_flagship,IN_FLIGHT_CONTINGENCY,4,27,0.48148148148148145,0.3076923076923077,0.6666666666666666
deepseek_v4_flash,IN_FLIGHT_CONTINGENCY,4,27,0.3333333333333333,0.2222222222222222,0.4444444444444444
meta_muse_30b,IN_FLIGHT_CONTINGENCY,4,27,0.18518518518518517,-0.15384615384615385,0.40625
qwen38_flagship,RESOURCE_OR_POLICY_DECISION,10,84,0.10714285714285714,-0.024390243902439025,0.25
glm52_flagship,RESOURCE_OR_POLICY_DECISION,10,84,0.20238095238095238,0.045454545454545456,0.3875
deepseek_v4_flash,RESOURCE_OR_POLICY_DECISION,10,84,0.20238095238095238,0.046511627906976744,0.35722591362126124
meta_muse_30b,RESOURCE_OR_POLICY_DECISION,10,84,0.2619047619047619,0.12790697674418605,0.4069767441860465
